playlist_index,video_url,video_id,title,channel,caption,error
99,https://www.youtube.com/watch?v=v2CC9EG2U7s,v2CC9EG2U7s,"[Eng sub] If My Dog Smells Another Dog's Scent From Me, Will It Get Jealous?｜Hunter Kang’s Q&A",강형욱의 보듬TV,5 4 co 4 oo co [박수] 어 아 음 대한 친구들이 있기는 합니다 뭐 사용해 볼게요 양 떴 u 양서류가 양띠 어려운 이미 아주 인사해요 동물 병원에서 근무를 합니다 1회 특성상 매일 다른 강아지에 냄새를 못 주고 돌아오는 데요 상아 제가 저를 반겨 줄 때마다 냄새를 참 맡아요 보호자에게 매일 다른 강아지 냄새가 나면 우리 강아지가 질투를 하지 않을까요 아 이거는 요 약간 좀 아픈 강아지 또는 냄새가 좀 강한 강아지 특히나 중성화를 하지 않는 스커트 한테는 그들만의 냄새 갈 수도 있나봐요 또 발정 중인 친구들 이런 친구들을 만나면 위독 냄새를 맞더라구요 아 또 어린 강아지 2개월 3개월 된 그 퍼피 그 친구들을 한 번 이렇게 뭐 만져주고 또 놀아주고 교육하고 집에 들어가면 어 그렇게 냄새를 맡아요 맞는데 사실 투 까지는 하지 않는 것 같아요 그 냄새가 중요한 게 아니라 건강하게 돌아온 고자가 중요한 거구나 이게 훨씬 더 강아지들이 더 집중하는 내용 이거든요 그 초기에는 혼란스러워하고 뭐 바지 옆에다가 내가 바지를 입어서 논고 아니면 옷을 걸어놓은 곳 주변에 다가 소변을 좀 본다고 대변을 실수 할 수도 있습니다 그런데 우리 고자 님 쑥 집에 오면 내 강아지 안듯이 좀 잘 아시잖아요 그래서 아마 괜찮을 걸 질투하고 그러지는 않을 겁니다 단 강아지들이 그거는 알아요 조금 많이 아픈 강아지를 다뤘던 보호자에게 흐 런 냄새가 나나 봐요 그래서 강아지들이 좀 걱정 할 수 있어요 꼭 고사가 아픈 건가 왜 이런 부부 이런 냄새가 보호자 한테 나지 이제 그럴 수 있어서 정전 님이 웃기도 쓰시고 조금 더 기운차게 들어오시면 은 강아지가 조금 그런 걱정을 덜 하지 않을까 생각이 들고요 항상 하는 말이지만 보호자 님이 나갔다가 들어오시면 보자 님은 그 당하지 하고 같이 산책 한번 해 보세요 으 아마 이 친구가 보자 님을 갖고 있는 냄새가 다 그냥 냄새 일 뿐이고 진짜 보호자는 그대로 이 그 날을 알 겁니다 4 걱정하지 마시구요 질투는 음 애기때 껌 하겟지만 결국은 호전이 미시 구나 알겁니다 너무 걱정하지 마세요 으 으 [음악],
100,https://www.youtube.com/watch?v=KNT61EacYrY,KNT61EacYrY,[Eng sub] Do dogs understand multiple languages?,강형욱의 보듬TV,5 4 5 예 횡 [음악] 허 이에 하기도 합니다 뭐 사야 해 볼까요 부제 모바 [웃음] i 이렇게 거야 되라 어 체크인 캔 이미 주신 사야 됩니다 많이 더워서 내피에 퍼온 것을 태세 md and us 언니 알파 고 몰라요 파파 온거 예 오 오오 예 오 아 으 바둑 잘 드는 애가 알파 보고 영어 잘하는 애가 파 거구나 자 [웃음] i was no free poster 더 그 말 조건 2 씨젠 써 있는걸 좀 었소 엔고 질 선택 써 베가스 겁나 인구 일지 아 업 괜찮아요 왜 님이 캐드를 그 언어가 갖고 있는 쿤 정의와 속 뜻을 이해하는 게 아니라 5조 와 느낌을 보고 하거든요 그래서 어떤 개들은 편익 한국에서 완자 엎드려 를 배우다가 어미 디게 가서 미국 분이 앉아 엎드려 머스 쫓 그때의 2 이런 것을 해도 그대로 하는 강아지 보겠어요 그런 강아지들은 소리로 쓰는 것보다 교육을 하는 핸들러에 몸짓을 보고 앉아 인지 엎드린 너희 거 엎드려 인지를 법학 하는 거거든요 그래서 언어의 좋은 소통이 힘들다 어 어머 너를 이렇게 맞추게 힘들다 라고 하면 몸 치수를 맞추면 은 아마 합시다 이런 언어의 부산 없이 어 잘 적응하고 살지 않을까 싶습니다 이렇게 하면 어때요 안자는 손이 밑에 있다가 위로 가능 거에요 앉아 또 엎드려 는 소니 의해 있다가 밑으로 내려가는 거예요 또 기다려 는 손바닥을 요렇게 보여주면서 기다려 이렇게 하면 좋을것 같아요 또 어 자동차에 탄 은과 같은 경우에는 보통 올라가 많이 하시는 날 괴랄 라고 맞춰도 아마 강아지가 혼란스럽지 않을 거구요 4 감세 강아지가 음 제 국어를 하면 어째야 하게 돼 줄 겁니다 [음악] 으,
101,https://www.youtube.com/watch?v=LULLni8RiRs,LULLni8RiRs,[Eng sub] Do dogs recall their memories sometimes?｜Hunter Kang’s Q&A,강형욱의 보듬TV,5 4 5 예 5 5 될수 있겠습니다 보기 좋습니다 전수연 님이 주신 사이에요 강아지도 추하게 생기나요 초보 * 주로서 6개월 등 홈에 를 주말마다 애경 공원 안면도 등 여러 군데 내리고 나이인데 사람처럼 여행에 추억을 가지고 가끔 생각하고 그럴까요 평일에는 혼자 있는 시간이 많아서 주말에 최선을 다해 놀아 주는 데 강아지도 주말에 미흡으로 평일을 견뎌낼 수 있을까요 어 그랬으면 좋겠다 아마 직장인이 식문화 때문이죠 직장 해주시면 전주 중에는 직장 때문에 좀 시간이 많이 없으시고 주말에만 이렇게 시 같은데서 하시잖아요 저도 우리 친구들이 추억으로 삼았으면 좋겠습니다 왜냐면 좋은데 가야되고 다니는데 기억 안 난다고 하면 좀 아깝잖아요 이렇게 아내가 영상 어 오늘 유 3 지도도 갔어 뭐 이런거 어 이런애들이 어 어 보 짠 떠나는 여행을 좋아해요 좋아요 정말 요거 좋아요 그런데 보자 님 음 이런 것들을 주말에는 느끼기 있게 한 방이 힘든게 이어지는 것도 참 좋은데 소송을 하는거 있잖아요 소설 행복은 각 노드 주었으면 빈도가 중요하거든요 주말에 이렇게 멋진듯 않으시고 주중에도 제공된 시계 담아 가볍게 던진 빠지게 편 책 한번씩 해주시면 가량 한인들이 훨씬 더 소소한 추억들 많이 쌓을 수 있을 겁니다 으 으 으,
102,https://www.youtube.com/watch?v=Ex-a_hoGiN4,Ex-a_hoGiN4,[Eng sub] Does smiling while showing your teeth mean that you want to start a fight?,강형욱의 보듬TV,5 4 아 오 아 오 아 오 아 으 아 오 수 있어 어떤 어어 shake 님이 주신 사연입니다 스크 님이 주신 사람이에요 강아지 앞에서 치아 보이면서 웃으면 싸우자 는 뜻으로 받아들인 아요 옛날에 제가 어렸을때 정말 어때요 그렇죠 할 때 그때 에요 그렇게 어 배웠어요 그래서 관련 애들에게 엄지 말라고 했어요 아니 침체 보내면서 었지만 후 어깨 너머 을 벌써 벌써 이렇게 해라 그런데 그렇지 않습니다 8 잠 쓰십시오 활짝 있고 어 훨씬 더 좋아 해주셔도 괜찮아요 어떤게 4 보호자가 백작 는 치아를 이렇게 개방에서 웃는 모습을 우방 해서 자기도 진짜 이렇게 얻은 아니까 아 이렇게 해서 웃는 걔들이 있어요 그래서 발매 들의 치아를 보여주는거 시 문제되지는 하잖아요 하지만 오늘이 돌아서 보면 보는 것이 달릴 외과 아예 경계와 된 이글 조장할 수 있어요 어린 강아지 때부터 사랑하고 누 눈이 마주치는 것을 재밌는거 야 주 우는 거야 라고 알려 주시는 게 좋아요 왓 츄 뭐 는 보자 라고 하려고 그런 뷰 쉽게 갈수 있거든요 이건 번 해보시면 에 훨씬 오래 같이 주면서 치아를 팝니다 [음악] 으 으 으 으,
103,https://www.youtube.com/watch?v=6bBABfcRV0U,6bBABfcRV0U,[Eng sub] My dog licks my tears.  Is he trying to comfort me?｜Hunter Kang’s Q&A,강형욱의 보듬TV,5 4 오 오 오 오 오 오 오 오 오 아 저도 이렇게 보고 있습니다 목적 미주 시사 입니다 슬픈 드라마를 못하다 울면 가지가 무릎 위로 올라와서 인구를 핥아 되는데 위로 하고 싶어서 그러는건지 짠 눈물 맛이 좋아서 그런건지 궁금합니다 보호자가 이제 눈물을 되잖아요 왜 이래 뭐 무슨 글이 있어 라는 의미로 나서 얼굴도 핥아주고 어떤 친구들을 그 옆에 이렇게 또아리 들어서 앉아 있기도 하구요 어 위로해주는 거에요 너무 많이 보여주는 건 좋지는 않아요 각 부위를 반려견이 대처 해 주고 싶어 해요 위로 에서 끝나지 않고 무엇이 문제인지 고민해요 그래서 결과적으로 조금 더 예민한 조금 더 우물안 조금 더 주변 의 주변으로부터 모자를 지키려고 하면 그런 반려견이 되기로 해요 갔더니 지금 내가 누구한테도 보여주지 못하는 눈물을 내 반려동물 얘기 특히나 권력에 대해 보일 중도 하는데 너무 크게 자지 거야 내 감정에 항상 강아지에게 나 쏟아 버리는 그런 거에 너무 익숙해 지게 되면 나의 보통 이 달력의 넘어갑니다 나중에는 강아지가 힘들어지게 되는 경우들도 있어요 내가 습관이 되서 내 발 얘기 위로를 받는 것에 너무 감사하고 좋아서 그런 것들을 넘어 찾아다니고 그 다음에 강아지에게 너무 내 감정 수 없는것을 익숙해 지지 않으려고 눈은 하셔야지 건 쿨러는 다른게 가 될 수 있어요 5 으 으,
104,https://www.youtube.com/watch?v=cTGfz5SUTrU,cTGfz5SUTrU,[Eng sub] I wonder if dogs do not recognize that their leashes are stuck somewhere｜Hunter Kang’s Q&A,강형욱의 보듬TV,"[Ask anything you want, though answers are not promised: Trivia Q&A] [I wonder if dogs do not recognize that their leashes are stuck somewhere] (Yay) No, they don't know (Give me the story, please) It's from Dubidubapba I wonder if dogs don't realize that their leashes may be stuck somewhere While taking walks, my dog's leash gets caught in something like a pillar If this is a pillar, the dog goes this way and I go the other Even though I pull on the leash, he doesn't seem to get  that he has to go back Can dogs understand this principle through training? From your story... I think I think I know how you walk your dog I think that you hold the leash with one hand and with the other hand, you hold  your smartphone or put it in your pocket You probably just want to walk your dog without paying attention I'm sorry, you may not,  but it's very likely If the leash is stuck in somewhere, you should go around for your dog That's why your dog just sits on the ground without knowing what you want him to do! I saw this guy holding the leash but put both his hands in his pocket When his dog was stuck somewhere, he just yelled, ""Come here"" Oh, man... (Lots to say, but not going to) Hold on tight to the leash and pay attention while taking a walk!",Korean captions unavailable; filled English manual captions
105,https://www.youtube.com/watch?v=XoXnKMqGjmc,XoXnKMqGjmc,"When I scratch his tummy, his leg flaps around. Does that mean he wants me to keep doing it?",강형욱의 보듬TV,5 4 아 예 4 어 아닐수도 있구요 맞을 수도 있습니다 아 그 요도 님이 중인 사회입니다 1년된 진동 끼를 키우고 있어요 강아지 벨을 읽어주면 다이 2 동시에 받았고 있는데 해달라는 뜻인가요 간질 어디서 라는 겁니다 이게 개 드디어 겨울이 사람으로 따지면 갈려면 는걸 죽을 게 천천히 띄워주면 의 질 때 러 한계 허정 퍼줄 거래요 그게 더 해달라는 득보다 4 뚜껑 첨단 줄어 타워 단지 러 하원 지 러 라고 해서 어떤 친구들 게임인 알지 그들은 벌떡 일어나는 경우도 있구요 어떤 친구들을 골문에 7이 모드 있잖아요 그 친구들은 그냥 텅 바통터치 기도하고 아마 우리 글도 님이 키우는 진돗개 비노 개들은 평균적으로 다른 전쟁 에 비해서 조금 예민한 이까 개 친구들은 심지어 그 긁고 있는 손을 밀어 내기 돼요 일단 요 아까 리 보다는 길 다리로 말랐는데 쓱 밀어 요 아 그렇죠 허나 지금 그래서 얻어 만져 다른 부사 드리고요 어 그냥 보호 라는 뜻일 겁니다 실제로 배 가슴을 이렇게 떠나 떠나 요즘은 것까지는 괜찮은데 학부 있죠 그 갈비뼈가 없네 되게 오픈됩니다 특히 라고 뼈 번 뼈로 불러 쌓여 지지 않은 배 쪽 부분을 이렇게 만들려 그러면 의 어쩌 꼽은 씰 거리는 듯 현행 도로 보이는 친구들도 있을 거에요 때문에 설계를 하게 되요 어떤 친구들은 좋아하지만 무조건 안전하다는 뜻은 아니다 슬쩍 p 해주셔도 좋구요 아니면 그냥 그 옆에서 다가 아니한 정의 써주시면 다 마크 강아지가 일어나서 그리고 무장 님이여 페스 를 쪽 기대지 아닐까 싶어요 쭉 만져 다른건 아니라 에 두 번 주의해주세요 aeiou 으,
106,https://www.youtube.com/watch?v=P_D0A8YeeJQ,P_D0A8YeeJQ,[Eng sub] Do dogs get revenge on their owners?｜Hunter Kang’s Q&A,강형욱의 보듬TV,5 4 c5 owe to on 5 뭐 아 d 라는 강정은 없는 것 같습니다 꽃사슴 감히 둘이 2분이 회 질문을 주셨습니다 산책하다가 실수로 발을 밝았는데 집에 도착하자마자 재료는 물어 버렸어요 원래 절대주의 난 묻는다 가지인데 국수를 한가봐요 그거는 뭐 물리쳤다 니까 넘어서 제 방법이 없구요 음 개 등을 얘기 차라는 강조합니다 정말 힘든 대한 정의에 왜냐하면 내가 미피 불판 항을 노예 겪었는지 스리 할 수 있어야 되는 수리 능력이 있어야 되는데 개들의 그걸로 교회의 어 어 능력을 갖고 있지 오늘 밥을 계시면 밖에 있다고 주세요 전 인물 그럼에 따라 씨가 아군은 오전 이미 뭐 이거 때문에 서거 때문에 늦어 가지고 없는 합을 느껴 줍니다 이런식으로 생각하느냐 이런걸 수 있죠 답 1 받아 가발을 달라서 밥이 아주 또 아 아 아직도 아픈데 보호자 님이 집에 돌아와서 생지를 꾹 눌러주세요 쭈쭈를 풀어주세요 오즐 뵙기 면서 훼손을 난 졌을 수 그러면 아퍼서 하지 마세요 라고 아 불교 이렇게만 하는게 아니냐 이런 거였지 마우스 째 마우스 펼쳐야 하는데 그 마우스 퍼즐을 맞춘 거예요 그래서 그럴 수도 있거든요 저라 미래 계획 검기로 밥이 더 아쉽다 팬더 부터 라고 생각을 하고 덜 병원에 데려 하지 않을까 싶어요 정말로 아빠 쓸 수 있어요 국수는 아닐 겁니다 [음악],
107,https://www.youtube.com/watch?v=t8zEJgp0Lso,t8zEJgp0Lso,[Eng sub] Does my dog think that he is  abandoned when he is hospitalized?｜Hunter Kang’s Q&A,강형욱의 보듬TV,5 4 [음악] 4 5 5 5 5 5 예 아닐 겁니다 아니길 바랍니다 학생 힐링 안녕하세요 간절하게 최 해 질문 드린 데 어 병원에 강아지가 장기 입원 하고 있습니다 그대 연애를 가면 오히려 강아지 입장에서는 보호자 랑이 내 집에 가는 줄 알았는데 날 떠나 두고 가고 있네 하고 부터 슬퍼 한다고 해서 잠깐 는 몰래 보고 오고 있습니다 실제로 인사를 하고 오는 것보다 참고 올래 부모는 것이 관련해 마음의 상처가 되지 안 된 방법일까요 이번 예상 인간 45 일입니다 강아지가 버려서 따라 고 생각한다 아 이것 조금 싶은 되어 있네 애들이 몸이나 치고 내가 내 가족으로 떨어지지 않아요 그러면 실제로 애들이 내 치료를 받고 있다 라고 생각하셔도 타미야 4 그래서 어 조금 왜 어려운 할게 보다 모자가 나를 찾으러 오겠지 라는 생각으로 있을 거에요 네 그런 마음이 더 많을겁니다 말고 뭐 예민 한다 예미 타고나서 미만이면 음 그러면 너 이렇게 생각할 수 있겠지만 좀 밝은 별 아니라면 아마 보화 장님이 어 잠깐 어디감 나오자 라고 생각할 수 있어요 이렇게 아이케 교육 하시길 바라구요 병원 받아 이번 실의 환경이 그 연애를 자주 했을 때 한 마리가 석고 나갔다가 들어왔다가 나갔다가 돌아왔다 아까 화면에 옆에 있는 다른 관련된 이번주의 다른말 여인들에게 되게 미치는 경우가 있다더라구요 수의사 님과 간호사 님에게 어쩌 보시구요 그분들이 말씀하시는 것을 들으시는 게 아마 가장 그 반려견을 위한 일일 거에요 222 으 으 [음악] 으,
108,https://www.youtube.com/watch?v=l04kugfBrsk,l04kugfBrsk,[Eng sub] Are there any ways to play with old dogs?｜Hunter Kang’s Q&A,강형욱의 보듬TV,5 4 co 4 5 싸 거야 5 아 드 줘 알면서 알면서 어 어 한재 님이 주신 질문입니다 노견 강아지들은 뭐 하고 놀아야 할지 그 부네요 장난감도 예전 만큼 흥미로와 하지 않고요 휴식도 하지만 가끔 장난치고 싶어 하는데 뭘 하면 좋을지 궁금합니다 똘 가장 좋아하는 것은 채 화채 칸은 되죠 아 이렇게 산책 말고 다른거 이런 분들이 많아요 아 상체 등대가 바쁘니까 다른거 그러고는 하루가 아니죠 안돼요 선택하세요 젊었을 때 산책 30분 했으면 지금 흙길 하면 되지 밖에 나가서 새로운 잔대 박하고 그쵸 이렇게 맞게 하고 앉아 쉬면 그거 넘 좋은거 겠어요 근데 이건 되요 다른거 없습니다 옛날 만큼 뭐 활발하게 공을 그렇게 가기 수는 없겠지만요 찬이 걷는것 그거 만큼 좋아하는게 없어요 걔들은 요 주께 직전에도 먹고 주변을 살피고 냄새맡고 간혹 소변도 조금 보고 그런 활동을 정말 좋아요 라 새로운 거 좋아하고 그렇지 않거든요 뭐 굳이 뭐 하나 알려드리자면 아주 지 숨기고 찾는 거 되게 좋아해요 이제 나이가 들면 은 귀도 종이 약해지고 등도 좀 약해 지잖아요 국내 코드 조금 약해 지는데 다른 어떤 기능보다 후는 그래도 마음 한 일이야 그래서 2층도 굉장히 좋아하던 장난감 아니면 굉장히 좋아하는 목이 이런 것들을 뭐 큰 오다가 이렇게 싸서 집에다가 쌀 기능 거에요 숨기고 창작 라고 해서 그것을 찾고 찾아오면 그 장난감 장난감 을 이용해서 놀아준다 든지 또는 먹이를 찾아 싸면 그 보기 이런 식의 우리도 좋아요 봤는데 3층 나가는걸 결 을 게을러 하지 마세요 위계 받는 말이야 결로 태을 할 터 그거 아 주 매거나 가십시오 그 밖에 서 좋은 날씨 마키 칸은 것만으로도 아마 이게 강아지 좋아할 거예요 으 으 아 으 [음악],
109,https://www.youtube.com/watch?v=BUAfaz8_InQ,BUAfaz8_InQ,[Eng sub] How do I reduce my dog's stress from moving to a new place?｜Hunter Kang’s Q&A,강형욱의 보듬TV,[음악] [음악] 아 완벽하게 없앨 수는 없지만 줄일 수 있습니다 김보들보들 님이 주신 사연입니다 질문이요 이제 아파트로 이사하는데 이사 스트레스가 심할까 봐 걱정입니다 열 살이라 더 걱정인데요 이사 갔을 때 해주면 좋은 것들이 뭐가 있을까요 사람도 평생 살던 동네를 떠나서 낯선 곳에 정착하는게 굉장히 힘든 일이잖아요 항상 그리고요 반려견들도 그래요 아직 이사 전이신 거 같아요 지금부터 이사가는 동네에 놀러 가세요 그 동네를 왔다 갔다 움직여서 익숙하게 만들어 주는 거예요 뭐 가끔씩 소도 좀 볼 수 있잖아요 그 정도의 흔적을 남겨 주시는 것만으로도 그 강아지가 훨씬 더 그곳에 대한 정착을 도와줄 수 있어요 그리고 또 하나 이사를 하고 나시면 첫째 날이 중요합니다 우리 강아지가 뭐 청소 같은 것도 다 끝난 다음에 이렇게 집에 들어올 거라고 어 예상을 해요 그러면 그냥 집에 들어놓고 그냥 가만히 놔두는게 아니라 줄을 풀지 않은 상태에서 집을 같이 걷고 또 한 5분 정도 뒤에 다시 밖에 나가고 이사오기 전에 남겨놨던 여러 가지 흔적들도 냄새 한번 맞고 다시 집에 갔다가 그런 것들을 반복하면 내가 여기에 이동했나 여기에서 이제 정착해야 되는구나라는 행동을 할 수 있어요 그리고 이사를 하게 되면 주변에 자극에 지음으로 대처하는 경우들이 있어요 또 없던 분리불안 아니면 진작에 해결됐던 불리불안 증세들이 다시 나올 수 있어요 직장에 휴가를 좀 낼 있다면 휴가를 좀 내주셨으면 좋겠어요 그래서 산책도 좀 자주 해 주시고 주변의 소리 주변의 냄새들을 같이 들어 주시는 거예요 같이들은 다음에이 소리나 별거 아닌 거 같아이 냄새 아 이제 익숙해져 익숙해져야 되겠다라고 하는 것들을 우리 살된 친구한테 알려 주면은 충분히 정착할 수 있을 겁니다 [음악] C,
110,https://www.youtube.com/watch?v=TqqxwT4SW90,TqqxwT4SW90,"[Eng sub] My dog turns round and round, is it because it’s happy?｜Hunter Kang’s Q&A",강형욱의 보듬TV,[음악] 아 그럼요 기쁘면 돌죠 한니 별이 님이 주신 질문입니다 강아지가 좋을 때마다 계속 빙글빙글 도는 거 같은데 맞나요 맞아요 산책하러 가자고 하거나 좋아하는 음식이나 간식 주면 좋아해서 계속 빙글빙글 노는데 그 이유가 무엇일까요 혹시 저 한니 별이님 돌면서 꼬리를 살짝 살짝 물지는 않나요 깨무는 거라기보다는 느낌을 좀 하는 친구들이 있는데 이게 어린 강아지 때 정말 철부지 때 있죠 그때 이거 되게 많이해요 그런데 저는 좋아하는데 이런 행동 좋아하는데 너무 심해지지 않게음 주의도 같이 합니다 왜냐면 기분이 좋아졌다 싶으면 뭐든지 날뛰고 뛰고 점프하고 달리는 걸로도 이렇게 전이될 수 있어요 그래서 가능하면은 어린 강아지 때는 그냥 신나게 놀아주 가끔씩은 내가 간식을 딱 잡고 있을 때 뱅글뱅글 도는게 멈추면 간식을 주는 이런 약간의 순서를 바꿔만 줘도이 도는 행동이 조절될 수 있거든요 나쁜 행동은 아니나 이걸 그냥 놔두면 조금 과한 행동이 될 수 있어요 줄을 맺 계속 빙글빙글 돌면서 달려가려고 한다거나 뭐 저 강아지하고 놀고 싶다고 빙글빙글 돈다거나 이런 식에 너무 과잉 행동으로 번질 수 있으니까 이런 거를 예방하기 위해서 어떻게 간식을 들고 있을 때 빨리 먹고 싶다고 뱅글뱅글 돌면 그땐 주지 마시고 잡고 가만히 있다가 앉아 있거나 가만히서 있을 때 그때 좋으세요 그럼 아마이 행동이 아 차근차근히 조절이 될 겁니다 l [음악],
111,https://www.youtube.com/watch?v=NIsEvkfxdQM,NIsEvkfxdQM,"[Eng sub] When I pet my dog, he licks my hand. Does he mean stop?｜ Hunter Kang’s Q&A",강형욱의 보듬TV,5 ce 예 4 뭐 5 가 됐습니다 아 그럴 수도 있습니다 예 검댕 랜드 님이 주신 질문입니다 질문입니다 강아지 만질때 오늘 핥으면 싫다는 건가요 음 그럴 수도 있어요 두 가지를 보면 되요 타 할텐데 비가 뒤를 잡히면 이것은 쪼금만 좋습니다 네 라고 하는거예요 거기에 눈이 약간의 라고 하는 느낌은 있어요 굉장히 성격이 착한 친구들이 파견 확실하게 자기 표현을 못하고 응 하 지 말 지 줘 라고 할 때 이런데 좀 아픈데 만들려고 하면 마 같아요 또 하나 꼬리가 요동친다 8t 면서 꼬리가 요동친다 그러면 너무 즐겁고 어그 손 맛 게임으로 오르 쉽고 할 터 버리고 싶고 우아 학과 점심 뭐 뭐 하는 거야 라는 뜻이니까 그건 꼬리 귀 이걸 한번 자캐 보시면은 감정에 이름을 알 수 있을것 같아요 핥으면서 귀가 뒤로 접혀 있다 그러면 빠지지 않았으면 좋겠다 라는 뜻입니다 으 으 [음악],
112,https://www.youtube.com/watch?v=udM6mlwJb5w,udM6mlwJb5w,[Eng sub] Is there a reason my dog is tilting his head?｜ Hunter Kang’s Q&A,강형욱의 보듬TV,5 ce 4 됩니다 5 아 어학에 있습니다 예 아니 감사해요 아예 맞는 박사 1 박사님이 주신 너 실 문입니다 강아지들이 가끔 고개를 갸우뚱 하는 행동을 하는데요 이게 무슨 의미인가요 뭔가 궁금해서 그러는 것 같은데 그냥 하는건지 항상 궁금했어요 아 이제 이런 거죠 가만히 보다가 어 이런 느낌이죠 어 이게 음 보통 아 이렇게 말씀드리면 좀 그렇지만 혼자 이상한 행동을 많이 하는 보호자가 키우는 게 드림 아니에요 아마 이걸 자주 보셨다면 무료 보호자 님이 무슨 행동을 하고 있나 걸로 비춰 보세요 얘들이 한 번도 보지 못했네 객실 굉장히 해야 되라 좋아 해야되나 다하거나 정말로 빨어 라고 할 때 고개를 살짝 움직입니다 아마 보호자 님을 뭐라 그대로 라고 하는 마음이 있을 수도 있는데요 그게 귀여운 행동 이에요 이거는 뭐 슬프거나 즉 뭐 그런게 아니라 그냥 뭐지 라고 하는 행동인데 금방 풀립니다 또 이게 어린 강아지 일수록 많이 나와요 정말 호기심이 왕성할 때 나오는 행동 인데요 그러면 이 행동 저도 가끔씩 보는데 너무 너무 즐겁고 너무너무 좋아해요 바로는 바로는 지금까지 몇 번밖에 안 했어요 스키나 언제 했냐면 우리 어 센터에는 그 더 지들이 좀 있나봐요 그래서 가끔씩 두더지 끼리 이렇게 보이는데 그 두더지 끼를 볼 때마다 이렇게 행동을 합니다 그런데 최씨 나다 우리들은 아해가 한 적이 있었나 비오기 않아요 근데 어 링 가지고 호기심이 많은 말씀 많이 하구요 또 분명히 저 뭔가 있는 데 집중하고 싶을 때 알아내고 싶을 때 그때도 9개를 대 뜬 곁에 한기대 기온에 놈이니까 4 이렇게 하니 찍어놓고 비디오도 찍어 놓으세요 뭐 조금 나이먹으면 못 봐요 c55 으 으 으 으,
113,https://www.youtube.com/watch?v=pSpYbeGc5FA,pSpYbeGc5FA,[Eng sub] Do dogs cry when they are sad too?｜ Hunter Kang’s Q&A,강형욱의 보듬TV,5 ce 4 됩니다 으 [음악] 으 아 으 아 하아 아니라고는 합니다 판 하은 님이 주신 사연 한번 읽어 볼게요 강아지도 슬퍼서 눈물을 흘리 나요 우리집 까지는 혼자 있거나 아플 때 눈물 흘리는 것 같은데 슬퍼서 그러는 걸까요 실 품에 의해서 눈물을 흘리는 건 사람 뿐이 없다 라고 좀 책에서 본 것 같아요 그런데 많은 분들의 이야기를 들어보면 아니에요 우리집 강아지는 저기 제가 어디 멀리 떠날 때 정말 쓸 거야 너무 커 지더라구요 제가 블루 명이었는데 제가 전역할 때 우리 제가 담당했던 근거는 제가 전역할 때 누구를 풀리더라구요 싸고 하는 이야기를 제가 들은 적이 있어 그래서 저는 음 사실 뭐 어떤 게 정답일 지는 모르지만 저는 믿고 있습니다 그거는 어떤 사람도 정답을 알지는 못하는 것 같더라구요 그런데 저는 믿으려고 요 슬프면 눈물을 흘린 으로 같아 좀 그렇게 믿고 있습니다 [음악] er 으,
114,https://www.youtube.com/watch?v=o1t-cSidZys,o1t-cSidZys,[Eng sub] Can dogs with large age difference become friends?｜Hunter Kang’s Q&A,강형욱의 보듬TV,5 ce 5 4 5 4 5 꼭 5 검 용어 군 서영 님이 올려주신 사회입니다 강아지들이 나이차이가 많이나는 강아지와 친구가 될 수 있나요 걔들 많아 조금씩 다른것 같기는 해요 우리 사람도 그렇잖아요 되게 좀 크 란 분들은 나이가 뭐 적든 많든 뭐 연령 이런거 상관없이 되게 친구가 될 수 있지 않습니까 걔들도 그래요 나이가 많다 라고 하면 아마 물건을 좀 스친 하지 않을 않으셨을까 싶은데 녹여 니 몸 중에 어딘가 가지고 마 아프다 싶으면 젊은 강아지 하고 친해지는 게 쪽 후에 어려운 것 같더라구요 젊은 감아 지들은 뭐 육체적으로 노는 거 좋아하잖아요 뚫리고 달리고 부딪히고 그런데 허리가 좀 안 좋거나 아니면 뭐 모교 좀 안 좋거나 그런 강아지들은 그렇게 역학의 육체로 노는 친구들이 좀 더 어려워 할 수 있거든요 그래서 노견 들은 기본적으로 천천히 다가와 주는 반려견을 좋아해요 조금은 조심성이 많은 전동 당하지 더 라고 좀 잘 맞을 것 같아요 그런데 노견 도 굉장히 영어 지가 좀 좋고 건강하지 라면은 그런거 하고 상관없죠 그리고 또 하나 만약에 나이대 상관없이 잘 어울리게 하고 싶다면 나이가 많으니까 아직은 아이가 잡은 가지고 서로에게 무리한 경영을 하는 사라지 를 조절을 해 주셔야 되요 그냥 강아지 들끼리 너희들이 한 번 칠해 줘 보렴 안 하는게 아니라 보호자가 누구도 누구에게 무리하지 않고 예의 없지 않게 행동할 수 있게 조절해 주시면 시간이 조금 걸리더라도 나이 성별 견종 이런거 상관없이 7개월 해 줄게요 나이고 많다고 의 하시면 안되요 다 친구 될 수 있어요 [음악] 으,
